"X","Y","pa","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
-104.459192693399,37.1387397455301,"0",9.1,16.5,4.3,771.4,28.6,-9.6,38.2,19.2,-0.6,19.2,-0.6,406,70,12,56,181,42,181,42
-105.922838922908,40.8573193531619,"0",2.9,15.6,4,786.6,24.1,-14,38.1,10.9,-6.8,13.2,-6.8,518,57,29,21,166,94,158,94
-103.289693071272,40.3609528651749,"0",9.5,16.1,3.7,931.3,32,-11.2,43.2,19,-2.3,21.7,-2.3,394,76,7,73,209,23,179,23
-107.975008592952,41.8785704716809,"0",5.2,15.2,3.6,934.9,28.7,-13.5,42.2,9.6,-6.8,17.4,-6.8,211,32,8,39,78,27,64,27
-103.805290232277,33.2196987740974,"0",14.3,17.7,4.5,760.7,33,-5.5,38.5,22.9,6.2,24,4.4,383,69,10,68,189,33,179,33
-109.649846343638,38.5915460729315,"0",12,16.1,3.6,949,35.1,-8.6,43.7,18.8,-0.4,24.2,-0.4,237,28,11,22,75,48,58,48
-113.907451054119,40.150249928107,"0",7,17.3,4,831,30.4,-12,42.4,5.6,-2.4,18,-3.4,288,34,18,18,90,57,72,58
-106.229010180196,32.3562837451584,"0",16.2,17.7,4.6,766.3,35.2,-2.8,38,25,11.7,26,6.4,248,51,5,71,133,21,117,37
-112.063904685554,42.2691697125921,"0",5,14.9,3.7,860,27.7,-12.4,40.1,3.8,15.7,16.1,-6,450,49,25,17,132,85,92,122
-112.971575466775,34.4976186951334,"0",15.4,18.4,4.8,716,35.6,-2,37.6,24.7,18,24.9,6.9,381,59,6,45,135,32,107,113
-112.288018827091,41.6449788816237,"0",9.1,14.9,3.4,936,32.7,-9.9,42.6,8.4,20.5,21.2,-3.1,397,47,19,21,124,72,76,96
-109.994601774111,34.1349365928386,"0",9.4,17.7,4.7,698.1,28.8,-8.1,36.9,18.1,12.4,18.5,0.7,549,86,14,46,220,53,180,137
-106.40677697185,41.3832323186677,"0",0.4,13,3.8,747.9,19.9,-13.9,33.8,3,-8.4,10.3,-8.4,553,56,36,14,163,117,151,117
-108.294302906242,39.0460294915273,"0",9.6,15.3,3.6,900.2,31.8,-10.1,41.9,16.3,-2,21.3,-2,312,33,18,18,95,62,75,62
-113.842211997397,35.2607887670565,"0",15.7,15.5,4.2,755.4,35.4,-0.7,36.1,25.3,18.6,25.7,6.6,171,27,3,43,64,17,50,46
-114.770516597172,39.2004703501828,"0",6.4,17.7,4.2,794.9,29.1,-12.3,41.4,4.8,-2.4,17,-3.4,301,31,21,13,88,63,75,64
-115.483905953223,34.8998679268561,"0",18.6,12.9,3.7,773.4,37.4,3.1,34.3,28.3,21.7,28.9,9.2,176,29,2,47,61,16,49,56
-107.484810660484,38.2302706147642,"0",-0.3,16.7,4.2,782,19.6,-20,39.6,9.2,2.9,9.7,-10.1,693,75,35,19,208,132,182,172
-104.948215784307,39.1381658735737,"0",4.5,16.9,4.3,759.6,24.9,-13.9,38.8,14.5,-4.9,14.5,-4.9,488,80,11,55,212,44,212,44
-113.736741208099,41.2272471261115,"0",9.7,14.4,3.4,931.7,33.1,-9.1,42.2,14,-2.1,22,-2.1,196,28,11,28,70,35,55,35
-114.964869530594,34.1905484966542,"0",22.8,14.2,3.9,801.6,42,5.8,36.2,32.8,26.4,33.3,12.9,96,15,1,43,33,7,25,32
-111.006295082606,39.3350669804632,"0",7.6,15.7,3.6,912.8,30,-12.6,42.6,18.6,-3,19.4,-4.3,256,30,17,19,82,55,72,56
-110.490287975972,37.7254648571191,"0",13.1,15.9,3.6,956.2,35.9,-7.5,43.4,20,18.1,25.5,0.7,160,21,6,30,58,28,44,33
-108.368518057664,38.6020124030171,"0",6.9,15.6,3.8,835.8,28.3,-12,40.3,17.1,-3.7,17.8,-3.7,421,45,22,19,129,88,109,88
-111.451967050095,33.1088653354515,"0",20.9,17.7,4.6,768.9,40.5,2.6,37.9,30.5,24.2,30.8,11.4,414,52,13,35,129,48,109,126
-101.957201324501,37.4262290264225,"0",12.2,17.1,3.9,923.4,34.1,-9.3,43.4,21.8,0.4,24.2,0.4,400,66,7,66,192,23,180,23
-106.247934315891,39.4891169464398,"0",-1.7,13.1,3.7,767.5,16.9,-17.9,34.8,-4.1,-0.5,8.4,-10.9,664,65,41,15,182,141,173,168
-103.7067448026,31.622057846518,"0",18.1,18,4.7,757.5,36.5,-1.7,38.2,26.5,10.1,27.7,8.3,290,56,8,61,135,29,116,32
-116.908343897355,36.6036879657406,"0",22.4,16.3,3.8,926.8,44.3,1.8,42.5,13.3,27,34.4,10.7,62,11,2,45,28,9,10,25
-114.246635694349,35.477225789585,"0",14.6,13.9,4,750.3,33.6,-0.8,34.4,24.1,17.4,24.5,5.5,237,34,5,41,79,26,65,71
-113.168324123695,38.2466275641286,"0",9.8,17.8,4.1,875.9,33.2,-9.9,43.1,20.7,-1.3,21.3,-1.3,249,29,12,24,76,48,64,48
-112.20720655274,33.1090873666827,"0",20.8,17.4,4.5,775.6,40.4,2.3,38.1,30.4,24.3,30.9,11.2,208,35,3,49,80,14,65,62
-106.274885035126,35.2240366546676,"0",10.3,16.2,4.2,783.6,30.4,-7.7,38.1,19.6,0.4,20.6,0.4,366,62,18,48,162,60,146,60
-104.666295010707,33.3718092495567,"0",15.4,17.5,4.5,783.9,34.2,-4.4,38.6,24.3,7.2,25.5,5.3,314,59,9,64,156,30,144,33
-111.502692251704,37.5664079007595,"0",9.1,15.1,3.8,828,30.1,-9.1,39.2,19.3,12.9,20,-1.3,248,37,10,32,89,39,74,58
-104.893613376304,36.4017536570055,"0",9.1,18.5,4.6,754.6,29,-10.4,39.4,18.8,-0.5,18.8,-0.5,393,76,9,68,192,30,192,30
-113.169016580058,40.4340759629703,"0",10.8,14.1,3.3,950.2,33.9,-8.2,42.1,15,-1.2,23.4,-1.2,194,25,12,23,66,38,47,38
-108.362852758878,36.5981841745638,"0",10.7,16.5,3.9,876,32.5,-8.8,41.3,17.3,15,22.1,-0.6,236,34,9,38,88,36,72,50
-111.441257364811,41.5423448133343,"0",1.6,14.5,3.8,804.3,22.9,-14.9,37.8,-6.8,12.2,12.2,-8.2,557,56,32,17,162,106,106,159
-111.017726859163,32.8421366486343,"0",18.8,15,4.4,712.6,36.4,2.5,33.9,27.4,22,28,10,465,73,8,49,175,34,142,140
-114.023049536611,35.8094117851873,"0",12.3,14.5,4.1,735.4,31.7,-3,34.7,21.6,15,22.1,3.5,316,44,8,38,104,39,88,91
-103.914153180167,35.8669261787782,"0",11.4,16.6,4.2,803.6,31.1,-7.8,38.9,21.8,1.1,21.8,1.1,404,78,8,71,203,28,203,28
-107.899949403749,38.181736332476,"0",3.1,17.5,4.3,771.9,23.9,-16.3,40.2,12.6,6.4,13.1,-6.6,596,66,30,19,187,122,160,135
-113.663525353374,36.4134154547285,"0",10.8,15,4.2,741.9,30.6,-5,35.6,2.8,13.5,20.7,1.9,388,48,11,33,124,53,100,113
-113.289843037442,34.2755747911423,"0",18.2,18.3,4.7,750.4,38.7,0.1,38.6,27.8,21,28.1,9.1,278,42,3,45,96,20,72,85
-107.905621070499,32.8816143633221,"0",10,18,5,661.6,28.5,-7.1,35.6,17.9,9,18.8,1.8,453,95,9,75,249,42,212,79
-109.372950056647,31.3324429496233,"0",16.4,19,5,680,35.2,-2.2,37.4,24.4,20.2,25.1,7.8,328,86,5,85,191,24,167,61
-116.045659321717,35.2521152456568,"0",21.6,15.8,3.9,842.1,42.3,2.7,39.6,32,25.5,32.6,11.1,65,10,1,44,24,6,19,21
-106.966505713917,39.9884611267822,"0",1.4,15.7,4,807.1,22.2,-16.5,38.7,11.4,2.6,11.9,-8.6,510,49,36,10,139,121,134,123
-110.336871044062,35.7414060938209,"0",10.9,16.9,4.1,830.3,32.2,-8.1,40.3,21.1,14.6,21.7,0.4,246,38,7,40,96,31,77,55
-109.581899628712,37.0447097824516,"0",12.2,16.3,3.8,915.7,34.5,-7.8,42.3,18.8,16.7,24,0.3,215,27,6,31,73,30,52,54
-106.720927773326,34.4823159708478,"0",12.9,19.4,4.6,802.3,34,-7.5,41.5,22.3,4.6,23.2,2.5,228,46,9,61,114,28,96,32
-104.18935188343,39.259851428971,"0",8.1,16.5,4,841.1,29.6,-11.2,40.8,16.7,-2.3,19.3,-2.3,388,67,8,67,186,25,182,25
-115.703825823469,34.261876393436,"0",21.2,15,4.1,775.2,40.7,4.2,36.5,30.8,24.5,31.4,11.6,106,19,1,51,42,8,32,31
-114.900676710423,37.5764895897591,"0",11.7,17.2,4.2,802.6,33.6,-6.6,40.2,3.4,15.1,22.3,1.7,243,27,8,23,73,44,57,64
-112.583038530069,36.3686377876917,"0",11.6,16.6,4.3,775.8,32.5,-5.7,38.2,21.2,14.8,21.8,2,323,44,11,33,105,45,90,88
-106.467493990225,39.7943339061513,"0",-0.2,14.7,3.9,784.4,19.6,-17.5,37.1,9.5,1,10,-9.8,572,55,37,12,153,127,148,145
-111.214207297449,32.4197589002468,"0",20.7,17.6,4.7,738.3,39.4,2.4,37,29.8,24.1,30.3,11.5,313,55,6,55,138,24,113,80
-110.21066257472,33.7266626941151,"0",13.9,17.3,4.6,720.7,33.3,-3.8,37.1,22.8,17,23.2,4.9,448,78,11,49,182,40,152,116
-103.440156947534,33.8006432539768,"0",14,17.2,4.5,766.9,32.6,-5.6,38.2,23.8,4,23.8,4,411,73,10,66,199,33,199,33
-109.201233320132,35.127313861801,"0",10,17.6,4.4,792.2,30.7,-8.9,39.6,19.7,13.6,20.3,0,294,52,10,52,130,34,108,56
-109.648039903549,31.8885236599501,"0",16.1,17.8,5,675.8,34.4,-1.2,35.6,24.1,19.5,24.8,7.6,341,81,5,81,192,24,167,66
-106.551108299983,33.6889013377664,"0",14.2,18.5,4.6,783.2,34.1,-5.4,39.5,23.3,9.7,24.3,4.1,254,51,8,65,131,27,112,35
-110.499165594093,37.5872130950857,"0",13.3,15.5,3.6,950.7,35.8,-7.1,42.9,20.1,18.1,25.6,1,157,20,6,30,57,26,43,33
-115.847598370738,39.5439467256868,"0",5.2,15.3,4,765.3,26.7,-11.3,38,3.1,15.2,15.5,-3.9,379,40,24,15,116,79,82,95
-105.488512255028,31.1716357584915,"0",15,17.3,4.7,715.9,32.9,-3.5,36.4,23,10.7,24.1,5.7,277,56,5,77,157,20,138,29
-111.523434476881,32.9379449206307,"0",21,18.6,4.7,775.1,41,2,39,30.6,24.4,31,11.3,317,47,9,42,112,31,93,91
-109.803431361932,32.2720065438569,"0",15.8,18.9,5,705.5,35,-2.3,37.3,24.4,19.2,25,7,320,70,6,75,171,23,146,69
-109.113769023046,40.4687359251667,"0",5.1,15.3,3.7,882.5,27.6,-13.6,41.2,3.7,-6,16.7,-6,339,34,19,18,98,62,88,62
-101.298978319347,36.6374018009646,"0",13.7,16.3,3.9,892.3,34.6,-6.8,41.4,22.9,2.3,25.3,2.3,462,74,10,60,214,35,200,35
-111.574591533895,40.7734980063565,"0",5.5,15.5,3.9,812.8,27.6,-11.8,39.4,-3.4,16.2,16.2,-4.6,619,65,29,25,188,96,96,185
-104.938642199484,33.6863850701032,"0",14.6,18.2,4.7,757,33.8,-4.9,38.7,23.3,6.6,24.4,4.9,310,63,9,69,159,29,148,31
-112.753482179283,39.4847574645766,"0",10.2,16.9,3.7,946.4,34.6,-10.1,44.7,9.4,22.6,22.6,-1.9,186,24,12,24,64,37,37,39
-110.949623357009,41.4718904494678,"0",3.2,16.3,3.9,869.1,26.2,-15.3,41.5,7.3,-7.8,14.5,-7.8,306,34,19,17,92,61,77,61
-105.708187567604,30.2084698923759,"0",16.3,16.7,4.7,687.5,33.4,-1.5,34.9,23.8,12,24.8,7.2,257,67,3,101,173,12,145,17
-106.776832075707,35.5077141747717,"0",12.3,17.2,4.3,825,33.3,-6.7,40,22.1,1.9,23.1,1.9,259,47,12,49,115,40,102,40
-106.502700416317,38.0753909752158,"0",2.3,17.5,4.1,856.8,23.3,-19.1,42.4,12.5,6.5,13.1,-9,405,57,24,30,148,79,133,83
-106.961236391039,37.3930565059527,"0",2.7,18.1,4.3,802,23.7,-17.9,41.6,12.4,6.3,12.9,-7.7,578,74,26,26,192,96,162,133
-103.350305265003,32.983064717326,"0",14.9,17.4,4.5,754.4,33.2,-4.8,38,23.4,6.8,24.4,5,403,67,9,65,190,34,180,34
-104.044718156617,35.6030419846212,"0",12.9,17.2,4.3,821.2,32.6,-7.4,40,23.5,2.3,23.5,2.3,372,71,8,68,187,27,187,27
-105.562026206078,34.1160601384321,"0",11.1,17.1,4.6,740.6,30.4,-6.7,37.1,19.8,2.6,20.7,1.7,357,75,12,70,188,43,177,46
-115.442526542432,35.1964540164453,"0",14.6,12.7,3.8,743,33.1,-0.1,33.2,6.7,17.3,24.5,5.7,261,39,5,44,90,27,70,85
-116.005722171145,39.2370570378636,"0",8.3,16.5,4.1,796.6,30.5,-9.4,39.9,6.8,-0.6,18.9,-1.5,255,28,18,15,80,55,61,55
-108.573856301743,37.5670136119798,"0",7.4,15.7,3.9,829.3,28.8,-11.3,40.1,13.9,11,18.3,-3.1,458,50,16,24,142,76,111,108
-114.579886188322,33.9959310541311,"0",22.4,15.5,4.1,799.5,41.9,4.6,37.3,12.4,25.9,32.7,12.4,104,17,1,53,37,6,26,37
-105.902725100338,36.3142491965431,"0",8.1,17.3,4.2,801.9,28.8,-11.8,40.6,17.7,-2.3,18.4,-2.3,336,61,15,49,150,48,140,48
-117.353658554416,36.5738173099485,"0",15.9,16,4,840.7,37.2,-2.6,39.8,7.4,19.7,26.9,5.4,120,19,4,42,48,17,22,48
-107.189505724468,39.1285872786183,"0",-1.3,14.9,3.9,780.9,18.2,-19.4,37.6,8.4,1.7,8.8,-10.8,636,66,36,15,174,134,159,165
-110.008246720564,38.9693632788611,"0",11.3,17.3,3.7,992.4,35.5,-11.1,46.6,18.4,-1.8,23.9,-1.8,191,23,10,26,65,35,50,35
-109.359013505213,36.9547482079045,"0",11.3,16,3.8,894.3,33.2,-8.3,41.5,17.9,15.6,22.9,-0.2,250,30,7,31,85,35,63,61
-111.239769386659,42.0386654007628,"0",3.1,16,3.8,885.1,26.1,-15.6,41.7,7.2,-6.9,14.5,-8.3,358,38,24,13,104,84,84,84
-110.244882260943,37.2548076718428,"0",13.3,14.6,3.5,931.7,35.1,-6.2,41.3,20.1,17.9,25.4,1.3,174,22,6,31,62,27,47,39
-110.991322352023,39.8133474076161,"0",3.6,14.8,3.6,877.3,25.1,-15.8,40.9,10.5,7.4,14.9,-7.7,407,40,26,10,112,88,99,106
-108.184857882681,38.8983816060701,"0",3.7,15.4,3.9,800.2,24.4,-14.6,39,2,7.1,14.2,-6.2,579,63,29,16,155,121,133,141
-114.836679673299,36.7477884188298,"0",17.3,15.6,3.9,849.9,38.6,-0.9,39.5,8.6,21.2,28.5,6.8,141,17,4,31,45,20,34,39
-107.226254690289,40.1349800745247,"0",2,15.7,4,810.5,22.9,-15.9,38.8,0.2,5.4,12.5,-8.1,537,52,38,9,143,129,133,132
-113.52336592906,33.4433763880474,"0",21.4,15.7,4.3,751.6,40.3,4.2,36.1,30.8,24.4,31.2,12.1,181,29,1,50,70,9,48,55
-109.417486401408,32.7389163796887,"0",16.7,19.4,4.9,754.3,36.5,-2.5,39,25.8,20.4,26.5,7.2,295,55,6,63,143,22,117,69
-107.557549423382,39.1063307893298,"0",2.2,16.5,4,812.1,23.1,-17.5,40.6,12.2,-8,12.7,-8,453,48,28,16,136,99,122,99
-111.28308865434,34.4984597590422,"0",8.3,15.3,4.4,695.6,26.9,-7.6,34.5,17,11,17.6,-0.2,671,95,12,43,242,64,197,192
-104.434609567182,30.0336734869305,"0",15.7,16.1,4.8,631.5,31.8,-1.7,33.5,22.4,8.6,23.4,7.2,341,70,6,85,200,22,183,25
-116.363546370728,34.1813572713477,"0",17,16.7,4.6,700,37.1,1,36.1,9.7,23.7,26.2,8.6,237,34,1,51,97,22,35,97
-109.432941318189,32.9793925268473,"0",14.5,19,5,721.5,34.2,-3.8,38,23.3,17.9,24,5.5,391,70,9,59,183,32,151,94
-110.189568881722,32.9404170730546,"0",16.1,16.6,4.6,731.4,34.8,-1.2,36,24.9,19.6,25.6,6.9,387,69,7,56,171,29,143,101
-113.056758631872,35.9557978575675,"0",9.4,15.9,4.4,712.6,29.3,-6.3,35.6,18.5,12.1,19,0.9,420,60,13,37,144,54,125,115
-106.308682003972,31.3100485920296,"0",15.9,17.8,4.7,738.5,34.8,-2.4,37.2,24.3,15.6,25.4,6.5,259,56,4,78,149,21,127,35
-103.286871804615,38.8474767203181,"0",9.6,17.6,3.9,924.1,32.3,-11.8,44.1,19.1,-2.1,21.7,-2.1,351,66,7,68,173,23,163,23
-109.223756219024,39.3896241831149,"0",7.4,14.6,3.5,918,29.6,-11.9,41.5,14.4,-4.4,19.4,-4.4,344,35,21,16,102,71,87,71
-105.187073576889,39.8362862399791,"0",9.1,15.5,4,787.8,29.4,-8.9,38.3,17.1,-0.5,19.6,-0.5,428,67,13,43,165,46,140,46
-114.796196696691,36.8434621521414,"0",15.6,15.9,4,827,36.8,-2.3,39.1,7.1,19.2,26.5,5.4,176,21,5,29,56,27,42,48
-108.204598375414,36.0735100301984,"0",10.6,17.7,4.2,862.1,32.4,-9.5,41.9,20.9,14.8,21.7,-0.5,217,36,10,45,92,33,77,38
-115.530534086529,36.8688163697266,"0",13.9,16,4.2,784.5,34.6,-3.4,38,5.8,17.2,24.3,4.3,186,21,5,32,61,29,46,57
-112.090042482471,39.7491961253398,"0",8.2,15.6,3.7,863.4,31,-10.1,41.1,6.7,19.6,19.6,-2.6,399,43,23,16,119,77,77,103
-102.341158676368,36.4822200407625,"0",12.7,16.5,4,851.8,33,-7.3,40.3,21.5,1.9,23.8,1.9,429,67,10,61,192,32,192,32
-111.08131894553,41.9371199606545,"0",2.9,17,3.9,907.3,26.7,-16.8,43.5,7.4,-7.2,14.6,-8.9,310,34,19,18,95,64,79,64
-111.464252289019,41.2828552301726,"0",3.2,15.2,3.9,809.4,25,-13.8,38.8,1.6,13.9,13.9,-6.8,544,55,28,19,158,96,96,152
-111.122365256095,35.4593299277395,"0",13.8,17,4.1,860.5,35.3,-5.6,40.9,24.2,17.9,24.9,2.8,209,35,6,44,87,26,69,44
-106.171195369279,35.8008030917059,"0",11,16.9,4.3,816.4,31.5,-7.8,39.3,20.7,0.6,21.6,0.6,306,56,13,52,141,43,128,43
-104.797323328162,33.6365758645434,"0",14.8,18.2,4.6,769.9,34,-4.9,38.9,23.7,6.7,24.8,5,310,62,9,68,157,29,147,31
-111.644512385256,32.2968645765836,"0",20.5,17.9,4.8,733.3,39.4,2.2,37.2,29.6,23.8,30,11.4,286,56,5,63,135,19,110,71
-109.23665489186,39.3508755392581,"0",8.1,14.7,3.5,930.9,30.4,-11.6,42,15,-4,20.1,-4,326,34,20,16,98,68,82,68
-106.708477990197,37.367798823556,"0",0.6,15.2,4.2,719.6,19.1,-16.6,35.7,9.5,3.5,10,-8.2,875,95,39,23,252,142,216,230
-117.217709782979,34.8550303236759,"0",17.5,16.3,4.3,749.1,37.9,0.5,37.4,9.8,24.6,27.3,8.3,99,16,1,52,44,8,12,43
-109.885133670662,31.6893145399149,"0",16,16.3,4.8,643.4,33.5,0,33.5,23.5,19.3,24.3,8,373,94,5,88,219,29,198,65
-104.952708191723,32.4425351941678,"0",13.6,15.8,4.6,664.6,30.2,-3.6,33.8,21.1,9.4,22.1,5,299,58,7,75,159,24,147,30
-103.170985287181,31.5326104290435,"0",18.1,17.7,4.5,779.3,36.4,-2.2,38.6,26.8,9.9,27.9,7.9,289,54,8,57,126,29,107,31
-105.357397584004,30.7020188043663,"0",16,16.9,4.6,716.6,33.5,-2.5,36,23.9,11.7,25,6.5,270,61,5,88,164,16,141,23
-111.290190338899,37.9190916081253,"0",9.3,14.5,3.6,851.9,30,-9.3,39.3,19.7,13.1,20.4,-1.5,242,36,11,32,90,43,75,48
-116.380984231634,34.1387570868137,"0",16.4,16.6,4.6,686.4,36.4,0.7,35.7,9.3,23,25.5,8.2,271,40,1,54,115,23,35,114
-103.455126963773,38.3888341029261,"0",10.7,18.1,4,940,33.6,-11.5,45.1,20.5,-1.3,23,-1.3,311,62,7,69,150,21,144,21
-112.97155346546,35.6480535403846,"0",9.4,16.6,4.6,704.5,29.3,-6.4,35.7,18.4,12.1,18.9,1,418,64,13,41,152,52,132,112
-107.330333199924,34.5145861373982,"0",10.7,18.2,4.6,755.9,30.7,-8.3,39,19.6,5.9,20.5,1.1,288,62,10,70,157,35,131,40
-110.809740994839,34.8985916050844,"0",11.9,17.2,4.3,807.7,32.7,-6.8,39.5,21.9,15.5,22.5,1.7,309,52,8,48,131,34,106,69
-109.618163916868,31.3176508950866,"0",16.7,18.8,5,675.8,35.3,-1.7,37,24.7,20.3,25.4,8.2,323,89,5,94,195,24,175,55
-113.993492453576,34.7111406959639,"0",18.1,15.6,4.2,768.2,37.7,1.3,36.4,10.1,21,28.3,8.8,218,30,3,43,74,18,54,70
-110.288740795657,37.8150872983685,"0",12.2,15.6,3.6,939.6,34.7,-8,42.7,19,16.9,24.3,0,192,24,7,28,67,33,52,41
-109.92021762489,39.8182250545935,"0",8.4,16.7,3.5,1026.3,32.6,-14.5,47.1,15.9,-5.5,21.3,-5.5,213,24,12,22,69,39,57,39
-110.063540916294,38.3105426784206,"0",10.8,15.8,3.6,934.1,33.6,-9.4,43,17.7,15.5,23,-1.2,231,28,10,26,79,44,62,48
-108.897995887241,33.8440101617252,"0",7.9,21,5.3,684.7,28.1,-11.3,39.4,16.4,10.8,16.9,-0.6,407,83,12,68,209,42,176,72
-113.222907778045,37.2681017066363,"0",13.2,16.3,4.1,809.5,34.4,-4.7,39.1,4.7,16.6,23.8,3.1,352,47,10,32,124,54,71,107
-108.540483296006,36.3745637176102,"0",11.3,17.5,4.1,875.6,33.3,-8.8,42.1,21.8,15.6,22.6,-0.1,201,31,8,42,79,30,65,39
-102.667306120649,37.1363224381142,"0",11.9,16.9,4.1,852.8,32.8,-8.2,41,20.7,1.1,23.1,1.1,399,69,8,63,188,26,179,26
-110.818498059445,33.5842018931225,"0",15.8,15.5,4.4,728.5,34.4,-0.8,35.2,24.8,19,25.4,6.9,494,80,9,48,179,37,148,151
-109.480052091411,36.7818078025205,"0",11.3,15.7,3.8,885.8,32.9,-8.1,41,17.9,15.6,22.9,0,242,30,7,32,83,33,64,58
-111.736399479953,37.2112453966065,"0",12.2,15.3,3.8,858.8,33.7,-6.2,39.9,22.6,16.3,23.5,1.3,178,25,7,30,60,28,50,47
-103.676689422419,34.4026199047479,"0",14.2,16.8,4.3,783.4,33.1,-5.2,38.3,24.2,4.1,24.2,4.1,384,69,9,67,191,31,191,31
-113.804751765841,39.0364638282345,"0",10.1,17.9,4,885.1,34.1,-9.9,44,9.1,-1,21.9,-1,200,21,9,26,62,31,53,31
-113.247694181606,41.0587455838365,"0",10.3,13.8,3.3,942.5,33.4,-8.4,41.8,14.6,-1.6,22.8,-1.6,231,31,14,24,80,44,58,44
-109.873376749853,36.9225858776136,"0",12.7,15.5,3.7,916.2,34.6,-6.8,41.4,19.4,17.2,24.6,0.9,196,25,6,32,69,27,52,46
-103.421782124336,34.4963784665663,"0",13.7,16.2,4.3,776.8,32.4,-5.2,37.6,23.7,3.7,23.7,3.7,400,70,10,66,198,34,198,34
-108.996950168054,36.7863243597487,"0",11,16.9,4,884.2,33.2,-9,42.2,17.6,15.3,22.5,-0.4,233,30,7,33,82,33,62,54
-106.059292538554,34.1020080987334,"0",11.9,17.4,4.5,756.6,31.6,-6.4,38,20.8,7.1,21.7,2.3,346,69,13,64,175,46,157,52
-108.418123496621,31.3189875249432,"0",15.7,18.8,5,678.5,35.3,-2.1,37.4,23.2,19.9,24.2,7.1,322,76,4,79,182,23,152,60
-108.608010457638,35.7981065573804,"0",10.6,18,4.3,842,32,-9.1,41.1,20.8,14.6,21.5,-0.1,219,39,9,51,98,30,82,38
-107.04908148838,34.5578474464872,"0",12.5,19,4.6,790.3,33.3,-7.4,40.7,21.8,4.3,22.8,2.4,231,48,9,65,120,28,99,31
-105.223553106202,41.9646675590106,"0",7.7,16.1,4,837.5,29.9,-10.1,40,16.2,-2.7,18.9,-2.7,330,62,9,59,154,28,120,28
-104.867371944756,32.8401314256371,"0",14.7,17,4.6,725.5,32.6,-4,36.6,23,7.1,24.1,5.4,318,61,8,69,165,29,146,33
-104.015871185125,30.2284496800433,"0",16.1,17.8,5,646,33,-2.3,35.3,23.1,9.1,24.1,7.6,319,57,6,74,168,24,157,28
-108.47293056302,42.4910260777203,"0",3.8,14.9,3.5,911,26.7,-14.7,41.4,8,-7.5,15.9,-7.5,296,44,17,30,109,57,73,57
-115.394738416862,37.302149670313,"0",12.4,16.5,4.2,785.6,33.5,-5.2,38.7,4.3,15.7,22.8,2.8,217,23,7,26,68,38,52,62
-115.86528667968,38.179219344734,"0",10.9,17.3,4.2,806.5,33,-7.7,40.7,2.6,14.4,21.6,0.9,208,20,12,13,59,46,50,55
-108.527652091746,33.3769694233088,"0",7,19.2,5.2,654,25.9,-10.8,36.7,15,9.8,15.6,-1.2,526,101,14,65,264,51,223,107
-112.770560305954,38.5007742937193,"0",6.8,17.6,4.2,815.9,29.6,-11.9,41.5,5.3,14.9,17.7,-3.3,370,43,19,19,112,82,88,84
-113.754475863877,38.5456080435854,"0",9.7,18,4.1,871,33.3,-10.2,43.5,20.5,-1.3,21.2,-1.3,223,26,12,25,71,38,60,38
-105.668728058097,39.6098604543192,"0",-2.8,12.1,3.6,752.1,15.1,-18,33.1,-5.2,-1.7,7.2,-11.7,805,84,48,16,238,166,209,192
-104.088248498418,38.2478849347362,"0",11.3,18.3,4.1,900,33.8,-10.3,44.1,23,-0.2,23,-0.2,280,53,6,65,133,19,133,19
-108.007086673252,37.4216077245127,"0",-0.5,14.8,4.2,696.8,18,-17,35,8.2,2.1,8.6,-8.8,887,97,37,24,266,143,227,237
-105.276695905265,39.4329553160407,"0",5.2,18.2,4.5,744.1,26.3,-13.5,39.8,15.1,-3.9,15.1,-3.9,448,66,11,47,177,45,177,45
-111.695131814987,34.5582255175983,"0",14.2,17,4.6,717.4,33.9,-2.6,36.5,23.2,17.1,23.7,5.5,546,74,10,40,184,55,145,161
-111.924540651757,34.9128830352687,"0",14.8,17.2,4.6,734.7,34.9,-2.2,37.1,24,17.8,24.5,5.9,450,60,10,37,154,51,122,123
-115.471057280842,33.6468213417085,"0",20.2,14.8,4.2,742.2,39.1,3.9,35.2,29.7,22.9,30,11.2,132,23,1,49,49,8,37,42
-103.718329533667,31.3533527904386,"0",18.2,18.3,4.8,746,36.5,-1.4,37.9,26.4,10.3,27.6,8.5,294,56,8,60,135,30,114,34
-110.897811756897,36.776253221986,"0",12.1,13.8,3.5,882.4,32.9,-5.9,38.8,22.8,16.3,23.6,0.9,168,24,6,32,61,25,50,39
-108.839556753194,41.8925544431068,"0",4.4,15.7,3.6,933.2,27.9,-14.8,42.7,9,-7.5,16.6,-7.5,226,34,12,32,81,39,63,39
-100.861639485195,36.4498422224355,"0",13.6,15.9,3.8,898.1,34.3,-7.4,41.7,22.7,1.8,25,1.8,506,81,11,56,227,43,210,43
-115.928605198323,34.6674009183346,"0",20.2,15.4,4.1,788.7,40.3,2.9,37.4,30,23.6,30.6,10.5,110,19,1,48,43,8,33,34
-107.609898455758,33.6022813452998,"0",10.3,19.4,5,705,29.7,-8.7,38.4,18.6,5.8,19.5,1.4,336,76,7,82,201,28,163,42
-104.760277316731,40.1212593841317,"0",9.8,16,3.8,868,31.3,-9.9,41.2,18.7,-1.1,21.2,-1.1,370,65,10,54,160,33,131,33
